source	name	p_value	intersection_size	effective_domain_size	precision	recall
GO:BP	DNA strand resection involved in replication fork processing	1.0	1	21026	0.2	0.1
GO:BP	neuron projection organization	1.0	1	21026	0.2	0.010638297872340425
REAC	Nonhomologous End-Joining (NHEJ)	1.0	1	11004	0.2	0.014705882352941176
GO:BP	chemical synaptic transmission, postsynaptic	1.0	1	21026	0.2	0.00847457627118644
GO:BP	trans-synaptic signaling	1.0	2	21026	0.4	0.002560819462227913
GO:BP	synaptic signaling	1.0	2	21026	0.4	0.0024783147459727386
GO:BP	synaptic vesicle cycle	1.0	1	21026	0.2	0.004524886877828055
GO:BP	regulation of trans-synaptic signaling	1.0	2	21026	0.4	0.0038910505836575876
GO:BP	regulation of plasma membrane bounded cell projection organization	1.0	1	21026	0.2	0.001557632398753894
GO:BP	postsynapse organization	1.0	1	21026	0.2	0.0040650406504065045
GO:BP	postsynaptic specialization organization	1.0	1	21026	0.2	0.017543859649122806
GO:BP	postsynapse assembly	1.0	1	21026	0.2	0.011235955056179775
GO:BP	presynapse assembly	1.0	1	21026	0.2	0.02
GO:BP	regulation of RNA polymerase II transcription preinitiation complex assembly	1.0	1	21026	0.2	0.16666666666666666
GO:BP	vesicle-mediated transport in synapse	1.0	1	21026	0.2	0.0038910505836575876
GO:BP	anterograde trans-synaptic signaling	1.0	2	21026	0.4	0.0025806451612903226
GO:BP	modulation of excitatory postsynaptic potential	1.0	1	21026	0.2	0.02
GO:BP	nuclear chromosome segregation	1.0	1	21026	0.2	0.0030959752321981426
GO:BP	presynapse organization	1.0	1	21026	0.2	0.016666666666666666
GO:BP	skin epidermis development	1.0	1	21026	0.2	0.007352941176470588
GO:BP	plasma membrane bounded cell projection organization	1.0	2	21026	0.4	0.0012594458438287153
GO:BP	export from cell	1.0	1	21026	0.2	0.0010775862068965517
GO:BP	positive regulation of protein kinase C activity	1.0	1	21026	0.2	0.16666666666666666
GO:BP	regulation of protein kinase C activity	1.0	1	21026	0.2	0.16666666666666666
GO:BP	negative regulation of cell-substrate junction organization	1.0	1	21026	0.2	0.0625
GO:BP	regulation of cell-substrate junction organization	1.0	1	21026	0.2	0.014705882352941176
GO:BP	cell-substrate junction organization	1.0	1	21026	0.2	0.009708737864077669
GO:BP	neuroinflammatory response	1.0	1	21026	0.2	0.012658227848101266
REAC	NOTCH3 Activation and Transmission of Signal to the Nucleus	1.0	1	11004	0.2	0.04
GO:BP	visual system development	1.0	1	21026	0.2	0.002386634844868735
GO:BP	plasma membrane bounded cell projection morphogenesis	1.0	2	21026	0.4	0.0029585798816568047
GO:BP	nuclear receptor-mediated signaling pathway	1.0	1	21026	0.2	0.005649717514124294
REAC	Neddylation	1.0	1	11004	0.2	0.004098360655737705
GO:BP	positive regulation of gene expression, epigenetic	1.0	1	21026	0.2	0.017857142857142856
REAC	Nervous system development	1.0	1	11004	0.2	0.0017605633802816902
GO:BP	intracellular signaling cassette	1.0	3	21026	0.6	0.0015690376569037657
GO:BP	transforming growth factor beta receptor superfamily signaling pathway	1.0	1	21026	0.2	0.0029069767441860465
GO:BP	interferon-mediated signaling pathway	1.0	1	21026	0.2	0.009174311926605505
GO:BP	membraneless organelle assembly	1.0	2	21026	0.4	0.004651162790697674
GO:BP	defense response to symbiont	1.0	1	21026	0.2	0.0009242144177449168
GO:BP	nucleic acid biosynthetic process	1.0	5	21026	1.0	0.0007372456502506635
GO:BP	postsynaptic specialization assembly	1.0	1	21026	0.2	0.02631578947368421
GO:BP	import into cell	1.0	1	21026	0.2	0.0010845986984815619
GO:BP	cell-cell adhesion	1.0	1	21026	0.2	0.0010245901639344263
GO:BP	epiboly involved in wound healing	1.0	1	21026	0.2	0.024390243902439025
GO:BP	epiboly	1.0	1	21026	0.2	0.023809523809523808
GO:BP	organophosphate biosynthetic process	1.0	1	21026	0.2	0.0016155088852988692
GO:BP	stress-induced premature senescence	1.0	1	21026	0.2	0.125
REAC	Phospholipid metabolism	1.0	1	11004	0.2	0.004739336492890996
GO:BP	replicative senescence	1.0	1	21026	0.2	0.0625
REAC	Post-translational protein modification	1.0	3	11004	0.6	0.002067539627842867
GO:BP	negative regulation of excitatory postsynaptic potential	1.0	1	21026	0.2	0.09090909090909091
GO:BP	regulation of membrane permeability	1.0	1	21026	0.2	0.014492753623188406
GO:BP	regulation of superoxide metabolic process	1.0	1	21026	0.2	0.034482758620689655
GO:BP	nucleic acid metabolic process	1.0	5	21026	1.0	0.0006725854183481302
GO:BP	regulation of cellular response to growth factor stimulus	1.0	1	21026	0.2	0.003125
GO:BP	positive regulation of peptide hormone secretion	1.0	1	21026	0.2	0.008695652173913044
GO:BP	regulation of peptide hormone secretion	1.0	1	21026	0.2	0.004761904761904762
GO:BP	positive regulation of canonical Wnt signaling pathway	1.0	1	21026	0.2	0.009345794392523364
GO:BP	positive regulation of release of cytochrome c from mitochondria	1.0	1	21026	0.2	0.047619047619047616
GO:BP	regulation of release of cytochrome c from mitochondria	1.0	1	21026	0.2	0.025
REAC	Pre-NOTCH Expression and Processing	1.0	1	11004	0.2	0.009259259259259259
GO:BP	meiotic spindle assembly	1.0	1	21026	0.2	0.06666666666666667
GO:BP	dendritic spine organization	1.0	1	21026	0.2	0.012048192771084338
GO:BP	presynaptic membrane organization	1.0	1	21026	0.2	0.09090909090909091
GO:BP	synaptic vesicle clustering	1.0	1	21026	0.2	0.0625
GO:BP	defense response to other organism	1.0	1	21026	0.2	0.000791765637371338
REAC	Oncogene Induced Senescence	1.0	1	11004	0.2	0.030303030303030304
GO:BP	centriole assembly	1.0	1	21026	0.2	0.020833333333333332
GO:BP	blood vessel diameter maintenance	1.0	1	21026	0.2	0.006622516556291391
GO:BP	synaptic vesicle localization	1.0	1	21026	0.2	0.017543859649122806
GO:BP	liver regeneration	1.0	1	21026	0.2	0.03225806451612903
REAC	Oxidative Stress Induced Senescence	1.0	1	11004	0.2	0.00819672131147541
GO:BP	cellular response to alcohol	1.0	1	21026	0.2	0.009259259259259259
GO:BP	response to alcohol	1.0	1	21026	0.2	0.0036101083032490976
GO:BP	programmed necrotic cell death	1.0	1	21026	0.2	0.019230769230769232
REAC	PI Metabolism	1.0	1	11004	0.2	0.011904761904761904
GO:BP	execution phase of apoptosis	1.0	1	21026	0.2	0.01282051282051282
REAC	PI3K events in ERBB2 signaling	1.0	1	11004	0.2	0.07692307692307693
REAC	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	1.0	1	11004	0.2	0.010869565217391304
GO:BP	extrinsic apoptotic signaling pathway	1.0	1	21026	0.2	0.004347826086956522
GO:BP	postsynaptic density assembly	1.0	1	21026	0.2	0.03225806451612903
GO:BP	postsynaptic density organization	1.0	1	21026	0.2	0.020833333333333332
GO:BP	presynaptic membrane assembly	1.0	1	21026	0.2	0.1
REAC	PKR-mediated signaling	1.0	1	11004	0.2	0.013333333333333334
GO:BP	regulation of execution phase of apoptosis	1.0	1	21026	0.2	0.05
GO:MF	nucleotide binding	1.0	1	20246	0.2	0.00041562759767248546
GO:BP	ovulation cycle	1.0	1	21026	0.2	0.013513513513513514
GO:BP	positive regulation of proteolysis	1.0	1	21026	0.2	0.0045871559633027525
GO:BP	epithelial to mesenchymal transition	1.0	1	21026	0.2	0.005847953216374269
GO:BP	release of cytochrome c from mitochondria	1.0	1	21026	0.2	0.019230769230769232
GO:BP	inner cell mass cell proliferation	1.0	1	21026	0.2	0.07142857142857142
GO:BP	blastocyst growth	1.0	1	21026	0.2	0.045454545454545456
GO:BP	blastocyst development	1.0	1	21026	0.2	0.008403361344537815
GO:BP	positive regulation of cytokine production	1.0	1	21026	0.2	0.0020242914979757085
GO:BP	regulation of cytokine production	1.0	1	21026	0.2	0.0012804097311139564
GO:BP	cytokine production	1.0	1	21026	0.2	0.0012706480304955528
GO:BP	cell activation	1.0	2	21026	0.4	0.0017667844522968198
GO:BP	somitogenesis	1.0	1	21026	0.2	0.014925373134328358
GO:BP	liver development	1.0	1	21026	0.2	0.006802721088435374
GO:BP	ameboidal-type cell migration	1.0	1	21026	0.2	0.00425531914893617
GO:BP	eye development	1.0	1	21026	0.2	0.0024096385542168677
GO:BP	blood vessel development	1.0	1	21026	0.2	0.001366120218579235
GO:BP	oocyte maturation	1.0	1	21026	0.2	0.027777777777777776
GO:BP	angiogenesis	1.0	1	21026	0.2	0.0018281535648994515
GO:BP	ossification	1.0	1	21026	0.2	0.002325581395348837
GO:BP	skeletal system development	1.0	1	21026	0.2	0.001851851851851852
GO:BP	response to acid chemical	1.0	1	21026	0.2	0.006896551724137931
GO:BP	cytokinesis	1.0	1	21026	0.2	0.005208333333333333
GO:BP	cell morphogenesis	1.0	2	21026	0.4	0.002008032128514056
GO:BP	telomere maintenance via recombination	1.0	1	21026	0.2	0.07142857142857142
GO:BP	response to hypoxia	1.0	1	21026	0.2	0.0033112582781456954
GO:BP	placenta development	1.0	1	21026	0.2	0.006578947368421052
GO:BP	embryonic placenta development	1.0	1	21026	0.2	0.011363636363636364
GO:BP	tissue homeostasis	1.0	1	21026	0.2	0.0037313432835820895
GO:BP	positive regulation of peptide secretion	1.0	1	21026	0.2	0.008547008547008548
GO:BP	regulation of peptide secretion	1.0	1	21026	0.2	0.004694835680751174
GO:BP	peptide secretion	1.0	1	21026	0.2	0.0038314176245210726
GO:BP	leukocyte differentiation	1.0	1	21026	0.2	0.0015723270440251573
GO:BP	immune system development	1.0	1	21026	0.2	0.0049261083743842365
GO:BP	immune system process	1.0	1	21026	0.2	0.00034831069313827936
GO:BP	leukocyte activation involved in immune response	1.0	1	21026	0.2	0.0031645569620253164
GO:BP	T cell lineage commitment	1.0	1	21026	0.2	0.024390243902439025
GO:BP	B cell lineage commitment	1.0	1	21026	0.2	0.16666666666666666
GO:BP	T cell activation involved in immune response	1.0	1	21026	0.2	0.007407407407407408
GO:BP	lymphocyte activation involved in immune response	1.0	1	21026	0.2	0.004405286343612335
GO:BP	cell activation involved in immune response	1.0	1	21026	0.2	0.003125
GO:BP	immune effector process	1.0	1	21026	0.2	0.001366120218579235
GO:BP	hematopoietic progenitor cell differentiation	1.0	1	21026	0.2	0.007194244604316547
GO:BP	morphogenesis of an epithelial sheet	1.0	1	21026	0.2	0.015625
GO:BP	morphogenesis of an epithelium	1.0	2	21026	0.4	0.003976143141153081
GO:BP	startle response	1.0	1	21026	0.2	0.03333333333333333
GO:BP	negative regulation of cell-matrix adhesion	1.0	1	21026	0.2	0.027777777777777776
GO:BP	regulation of cell-matrix adhesion	1.0	1	21026	0.2	0.00819672131147541
GO:BP	vasculature development	1.0	1	21026	0.2	0.0013123359580052493
GO:BP	hair follicle development	1.0	1	21026	0.2	0.010101010101010102
GO:BP	positive regulation of protein phosphorylation	1.0	2	21026	0.4	0.004140786749482402
GO:BP	negative regulation of protein phosphorylation	1.0	1	21026	0.2	0.004081632653061225
GO:BP	mitophagy	1.0	1	21026	0.2	0.014084507042253521
GO:BP	response to ischemia	1.0	1	21026	0.2	0.015384615384615385
GO:BP	autophagy of mitochondrion	1.0	1	21026	0.2	0.009523809523809525
GO:BP	nuclear division	1.0	2	21026	0.4	0.004424778761061947
GO:CC	intracellular vesicle	1.0	2	22149	0.4	0.00078064012490242
GO:CC	dendritic tree	1.0	1	22149	0.2	0.0015723270440251573
GO:CC	synaptic membrane	1.0	1	22149	0.2	0.0022026431718061676
GO:CC	site of DNA damage	1.0	1	22149	0.2	0.007751937984496124
GO:CC	cell periphery	1.0	3	22149	0.6	0.00047266425082716245
GO:CC	anchoring junction	1.0	1	22149	0.2	0.0010964912280701754
GO:CC	perinuclear region of cytoplasm	1.0	1	22149	0.2	0.0013404825737265416
GO:CC	clathrin-coated endocytic vesicle	1.0	1	22149	0.2	0.011235955056179775
GO:CC	synapse	1.0	2	22149	0.4	0.0012012012012012011
GO:CC	basal part of cell	1.0	1	22149	0.2	0.003215434083601286
GO:CC	side of membrane	1.0	1	22149	0.2	0.0013404825737265416
GO:CC	membrane raft	1.0	1	22149	0.2	0.003389830508474576
GO:CC	receptor complex	1.0	1	22149	0.2	0.0018832391713747645
GO:CC	intracellular membraneless organelle	1.0	3	22149	0.6	0.000449842555105713
GO:CC	intracellular membrane-bounded organelle	1.0	5	22149	1.0	0.0003395124601072859
GO:CC	intracellular organelle	1.0	5	22149	1.0	0.00030965504428067135
GO:CC	membraneless organelle	1.0	3	22149	0.6	0.0004497751124437781
GO:CC	membrane-bounded organelle	1.0	5	22149	1.0	0.0003168567807351077
GO:CC	organelle	1.0	5	22149	1.0	0.0002952290977798772
GO:CC	myelin sheath	1.0	1	22149	0.2	0.020833333333333332
GO:CC	dendritic spine	1.0	1	22149	0.2	0.00558659217877095
GO:CC	neuron projection	1.0	1	22149	0.2	0.0007380073800738007
GO:CC	neuron spine	1.0	1	22149	0.2	0.00546448087431694
GO:CC	cytoplasmic side of membrane	1.0	1	22149	0.2	0.004761904761904762
GO:CC	bounding membrane of organelle	1.0	1	22149	0.2	0.000444247001332741
GO:CC	plasma membrane region	1.0	2	22149	0.4	0.0015015015015015015
GO:BP	meiotic spindle organization	1.0	1	21026	0.2	0.045454545454545456
GO:BP	protein polyubiquitination	1.0	1	21026	0.2	0.0035714285714285713
GO:BP	MAPK cascade	1.0	1	21026	0.2	0.0013440860215053765
GO:BP	negative regulation of transcription by RNA polymerase II	1.0	1	21026	0.2	0.0010660980810234541
GO:BP	G2/M transition of mitotic cell cycle	1.0	1	21026	0.2	0.007194244604316547
GO:BP	mitochondrial genome maintenance	1.0	1	21026	0.2	0.03333333333333333
GO:CC	ribonucleoprotein complex	1.0	1	22149	0.2	0.0003669724770642202
GO:CC	transferase complex	1.0	2	22149	0.4	0.002197802197802198
GO:CC	catalytic complex	1.0	2	22149	0.4	0.0011242270938729624
GO:CC	intracellular protein-containing complex	1.0	2	22149	0.4	0.0021141649048625794
GO:CC	nuclear protein-containing complex	1.0	2	22149	0.4	0.0007468259895444362
GO:CC	plasma membrane bounded cell projection	1.0	2	22149	0.4	0.0008609556607834697
GO:CC	cellular anatomical structure	1.0	5	22149	1.0	0.00023126734505087883
GO:CC	postsynaptic specialization	1.0	1	22149	0.2	0.002531645569620253
GO:CC	secretory vesicle	1.0	1	22149	0.2	0.0009099181073703367
GO:CC	neuron to neuron synapse	1.0	1	22149	0.2	0.0024390243902439024
GO:CC	glutamatergic synapse	1.0	1	22149	0.2	0.0016611295681063123
GO:CC	membrane microdomain	1.0	1	22149	0.2	0.003367003367003367
GO:CC	endoplasmic reticulum subcompartment	1.0	1	22149	0.2	0.0008071025020177562
GO:CC	plasma membrane protein complex	1.0	1	22149	0.2	0.001379310344827586
GO:CC	membrane protein complex	1.0	1	22149	0.2	0.0007178750897343862
GO:CC	postsynapse	1.0	1	22149	0.2	0.0012836970474967907
GO:CC	chromosomal region	1.0	1	22149	0.2	0.0024752475247524753
GO:BP	response to reactive oxygen species	1.0	1	21026	0.2	0.005025125628140704
GO:CC	cell projection	1.0	2	22149	0.4	0.0008193363375665711
GO:BP	regionalization	1.0	1	21026	0.2	0.0023094688221709007
GO:BP	heart morphogenesis	1.0	1	21026	0.2	0.0037593984962406013
GO:BP	meiosis I	1.0	1	21026	0.2	0.007518796992481203
GO:BP	centriole replication	1.0	1	21026	0.2	0.023255813953488372
GO:BP	mitotic G2 DNA damage checkpoint signaling	1.0	1	21026	0.2	0.02702702702702703
GO:BP	chromosome segregation	1.0	2	21026	0.4	0.00468384074941452
GO:BP	spindle assembly involved in female meiosis	1.0	1	21026	0.2	0.08333333333333333
GO:BP	spindle organization	1.0	1	21026	0.2	0.0048543689320388345
GO:BP	cell-substrate junction assembly	1.0	1	21026	0.2	0.010416666666666666
GO:BP	cytoskeleton organization	1.0	3	21026	0.6	0.001962066710268149
GO:BP	plasma membrane organization	1.0	1	21026	0.2	0.005813953488372093
GO:BP	mitochondrial membrane organization	1.0	1	21026	0.2	0.008620689655172414
GO:BP	male meiotic nuclear division	1.0	1	21026	0.2	0.017857142857142856
GO:BP	mitochondrion organization	1.0	1	21026	0.2	0.0022988505747126436
GO:BP	organelle organization	1.0	4	21026	0.8	0.0011129660545353367
GO:BP	ER-nucleus signaling pathway	1.0	1	21026	0.2	0.02127659574468085
GO:BP	ER overload response	1.0	1	21026	0.2	0.09090909090909091
GO:BP	response to oxidative stress	1.0	2	21026	0.4	0.005
GO:BP	response to osmotic stress	1.0	1	21026	0.2	0.011904761904761904
GO:BP	immune response	1.0	1	21026	0.2	0.0004830917874396135
GO:BP	inflammatory response	1.0	1	21026	0.2	0.001160092807424594
GO:BP	defense response	1.0	2	21026	0.4	0.0010793308148947653
GO:BP	autophagy	1.0	1	21026	0.2	0.0016750418760469012
GO:BP	nucleocytoplasmic transport	1.0	1	21026	0.2	0.0029940119760479044
GO:BP	telomere maintenance via telomerase	1.0	1	21026	0.2	0.016666666666666666
GO:BP	male meiosis I	1.0	1	21026	0.2	0.03571428571428571
GO:BP	female meiotic nuclear division	1.0	1	21026	0.2	0.023809523809523808
GO:BP	cell communication	1.0	5	21026	1.0	0.0007645259938837921
GO:BP	neuroblast proliferation	1.0	1	21026	0.2	0.012195121951219513
GO:BP	pattern specification process	1.0	1	21026	0.2	0.0020964360587002098
GO:BP	gastrulation	1.0	1	21026	0.2	0.005076142131979695
GO:BP	spermatogenesis	1.0	1	21026	0.2	0.0015360983102918587
GO:BP	germ cell development	1.0	1	21026	0.2	0.0025906735751295338
GO:BP	gamete generation	1.0	2	21026	0.4	0.0023781212841854932
GO:BP	ensheathment of neurons	1.0	1	21026	0.2	0.006289308176100629
GO:BP	neuron-neuron synaptic transmission	1.0	1	21026	0.2	0.125
GO:BP	chemical synaptic transmission	1.0	2	21026	0.4	0.0025806451612903226
GO:BP	cell-cell signaling	1.0	2	21026	0.4	0.0014903129657228018
GO:BP	Ras protein signal transduction	1.0	1	21026	0.2	0.008130081300813009
GO:BP	small GTPase-mediated signal transduction	1.0	1	21026	0.2	0.0019801980198019802
GO:BP	JNK cascade	1.0	1	21026	0.2	0.005714285714285714
GO:BP	transforming growth factor beta receptor signaling pathway	1.0	1	21026	0.2	0.004807692307692308
GO:BP	cell surface receptor protein serine/threonine kinase signaling pathway	1.0	1	21026	0.2	0.0027472527472527475
GO:BP	epidermal growth factor receptor signaling pathway	1.0	1	21026	0.2	0.009259259259259259
GO:BP	cell surface receptor protein tyrosine kinase signaling pathway	1.0	1	21026	0.2	0.001589825119236884
GO:BP	enzyme-linked receptor protein signaling pathway	1.0	2	21026	0.4	0.002061855670103093
GO:BP	cell surface receptor signaling pathway	1.0	4	21026	0.8	0.001418942887548776
GO:BP	signal transduction	1.0	5	21026	1.0	0.0008330556481172943
GO:BP	negative regulation of cell adhesion	1.0	1	21026	0.2	0.0034129692832764505
GO:BP	cell-matrix adhesion	1.0	1	21026	0.2	0.004219409282700422
GO:BP	cell adhesion	1.0	2	21026	0.4	0.00130718954248366
GO:BP	receptor-mediated endocytosis	1.0	1	21026	0.2	0.003787878787878788
GO:BP	developmental process involved in reproduction	1.0	1	21026	0.2	0.0009633911368015414
GO:BP	endocytosis	1.0	1	21026	0.2	0.0014104372355430183
GO:BP	mitochondrial transport	1.0	1	21026	0.2	0.0056179775280898875
GO:BP	mitotic recombination	1.0	1	21026	0.2	0.04
GO:BP	DNA recombination	1.0	2	21026	0.4	0.005763688760806916
GO:BP	postreplication repair	1.0	1	21026	0.2	0.027777777777777776
GO:BP	RNA-templated DNA biosynthetic process	1.0	1	21026	0.2	0.015873015873015872
GO:BP	purine nucleotide metabolic process	1.0	1	21026	0.2	0.002325581395348837
GO:BP	regulation of nucleotide metabolic process	1.0	1	21026	0.2	0.011764705882352941
GO:BP	nucleobase-containing compound metabolic process	1.0	5	21026	1.0	0.0006256256256256256
GO:BP	regulation of carbohydrate metabolic process	1.0	1	21026	0.2	0.005714285714285714
GO:BP	pentose-phosphate shunt	1.0	1	21026	0.2	0.05
GO:BP	generation of precursor metabolites and energy	1.0	1	21026	0.2	0.0020920502092050207
GO:BP	DNA-templated transcription initiation	1.0	1	21026	0.2	0.004761904761904762
GO:BP	lactate metabolic process	1.0	1	21026	0.2	0.05263157894736842
GO:BP	glucose catabolic process	1.0	1	21026	0.2	0.038461538461538464
GO:BP	glucose metabolic process	1.0	1	21026	0.2	0.005434782608695652
GO:BP	monosaccharide metabolic process	1.0	1	21026	0.2	0.004
GO:BP	carbohydrate metabolic process	1.0	1	21026	0.2	0.0017825311942959
GO:BP	cardiac septum development	1.0	1	21026	0.2	0.009259259259259259
GO:BP	cardiac chamber morphogenesis	1.0	1	21026	0.2	0.008064516129032258
GO:BP	cardiac chamber development	1.0	1	21026	0.2	0.005917159763313609
GO:BP	vascular process in circulatory system	1.0	1	21026	0.2	0.003676470588235294
GO:BP	circulatory system process	1.0	1	21026	0.2	0.0016611295681063123
GO:BP	system process	1.0	2	21026	0.4	0.0008722197993894462
GO:BP	organic acid metabolic process	1.0	2	21026	0.4	0.002185792349726776
GO:BP	regulation of transcription by RNA polymerase II	1.0	3	21026	0.6	0.0011636927851047323
GO:BP	transcription by RNA polymerase II	1.0	3	21026	0.6	0.0011066027296200663
GO:BP	transcription initiation at RNA polymerase II promoter	1.0	1	21026	0.2	0.005847953216374269
GO:BP	transport	1.0	3	21026	0.6	0.0006807351940095302
GO:BP	superoxide metabolic process	1.0	1	21026	0.2	0.014285714285714285
GO:BP	phosphate-containing compound metabolic process	1.0	3	21026	0.6	0.0012463647694225177
GO:BP	phosphorus metabolic process	1.0	3	21026	0.6	0.0012448132780082987
GO:BP	nucleoside phosphate metabolic process	1.0	1	21026	0.2	0.0015479876160990713
GO:BP	NADPH regeneration	1.0	1	21026	0.2	0.043478260869565216
GO:BP	NADP metabolic process	1.0	1	21026	0.2	0.024390243902439025
GO:BP	terpenoid metabolic process	1.0	1	21026	0.2	0.010101010101010102
GO:BP	isoprenoid metabolic process	1.0	1	21026	0.2	0.008264462809917356
GO:BP	phosphatidylinositol biosynthetic process	1.0	1	21026	0.2	0.007751937984496124
GO:BP	glycerophospholipid metabolic process	1.0	1	21026	0.2	0.003236245954692557
GO:BP	phospholipid metabolic process	1.0	1	21026	0.2	0.002551020408163265
GO:BP	fatty acid biosynthetic process	1.0	1	21026	0.2	0.006289308176100629
GO:BP	fatty acid metabolic process	1.0	1	21026	0.2	0.0025
GO:BP	lipid metabolic process	1.0	3	21026	0.6	0.002156721782890007
GO:BP	protein import into nucleus	1.0	1	21026	0.2	0.006024096385542169
GO:BP	ubiquitin-dependent protein catabolic process	1.0	1	21026	0.2	0.0015923566878980893
GO:BP	proteolysis	1.0	2	21026	0.4	0.0013458950201884253
GO:BP	protein dephosphorylation	1.0	1	21026	0.2	0.006944444444444444
GO:BP	negative regulation of protein kinase activity	1.0	1	21026	0.2	0.007246376811594203
GO:BP	protein phosphorylation	1.0	3	21026	0.6	0.0024449877750611247
GO:BP	translation	1.0	1	21026	0.2	0.001375515818431912
GO:BP	RNA processing	1.0	1	21026	0.2	0.00030102347983142685
GO:BP	intracellular protein transport	1.0	1	21026	0.2	0.0014577259475218659
GO:BP	negative regulation of neuroblast proliferation	1.0	1	21026	0.2	0.09090909090909091
GO:CC	nuclear outer membrane-endoplasmic reticulum membrane network	1.0	1	22149	0.2	0.000794912559618442
GO:CC	site of double-strand break	1.0	1	22149	0.2	0.01020408163265306
GO:MF	protein domain specific binding	1.0	2	20246	0.4	0.0030534351145038168
GO:MF	protein kinase binding	1.0	2	20246	0.4	0.002789400278940028
GO:MF	kinase binding	1.0	2	20246	0.4	0.002512562814070352
GO:MF	protein kinase regulator activity	1.0	1	20246	0.2	0.004166666666666667
GO:MF	growth factor binding	1.0	1	20246	0.2	0.007462686567164179
GO:MF	ubiquitin-like protein transferase activity	1.0	2	20246	0.4	0.003883495145631068
GO:MF	deacetylase activity	1.0	1	20246	0.2	0.022727272727272728
GO:MF	kinase activator activity	1.0	1	20246	0.2	0.007042253521126761
GO:MF	kinase regulator activity	1.0	1	20246	0.2	0.0035971223021582736
GO:MF	transmembrane receptor protein kinase activity	1.0	1	20246	0.2	0.01
GO:MF	PDZ domain binding	1.0	1	20246	0.2	0.011627906976744186
GO:MF	purine nucleotide binding	1.0	1	20246	0.2	0.0004462293618920125
GO:MF	isomerase activity	1.0	1	20246	0.2	0.0022123893805309734
GO:MF	phosphatase activity	1.0	1	20246	0.2	0.002577319587628866
GO:MF	hydrolase activity, acting on ester bonds	1.0	1	20246	0.2	0.0010893246187363835
GO:MF	hydrolase activity	1.0	1	20246	0.2	0.00030721966205837174
GO:MF	phosphotransferase activity, alcohol group as acceptor	1.0	1	20246	0.2	0.0011037527593818985
GO:MF	transferase activity, transferring phosphorus-containing groups	1.0	1	20246	0.2	0.0008503401360544217
GO:MF	aminoacyltransferase activity	1.0	2	20246	0.4	0.00375234521575985
GO:MF	acyltransferase activity, transferring groups other than amino-acyl groups	1.0	1	20246	0.2	0.0041841004184100415
GO:MF	N-acyltransferase activity	1.0	1	20246	0.2	0.010526315789473684
GO:MF	acetyltransferase activity	1.0	1	20246	0.2	0.01
GO:MF	myosin phosphatase activity	1.0	1	20246	0.2	0.011363636363636364
GO:MF	protein kinase activator activity	1.0	1	20246	0.2	0.007462686567164179
GO:MF	protein tyrosine kinase activator activity	1.0	1	20246	0.2	0.03125
GO:MF	signaling receptor regulator activity	1.0	1	20246	0.2	0.0017152658662092624
GO:MF	metal ion binding	1.0	2	20246	0.4	0.00045495905368516835
GO:MF	cadherin binding	1.0	1	20246	0.2	0.0029850746268656717
GO:MF	sequence-specific DNA binding	1.0	2	20246	0.4	0.0012070006035003018
GO:MF	cation binding	1.0	2	20246	0.4	0.0004449388209121246
GO:MF	anion binding	1.0	1	20246	0.2	0.00037243947858472997
GO:MF	ion binding	1.0	3	20246	0.6	0.0004704406460718206
GO:MF	gamma-tubulin binding	1.0	1	20246	0.2	0.030303030303030304
GO:MF	histone deacetylase binding	1.0	1	20246	0.2	0.007874015748031496
GO:MF	phosphoric ester hydrolase activity	1.0	1	20246	0.2	0.0020491803278688526
GO:MF	hormone binding	1.0	1	20246	0.2	0.010869565217391304
GO:MF	signaling receptor activity	1.0	1	20246	0.2	0.0004870920603994155
GO:MF	small molecule binding	1.0	3	20246	0.6	0.00045613501596472556
GO:MF	purine ribonucleoside triphosphate binding	1.0	1	20246	0.2	0.0004791566842357451
GO:MF	phosphatidylinositol bisphosphate phosphatase activity	1.0	1	20246	0.2	0.038461538461538464
GO:MF	protein N-acetyltransferase activity	1.0	1	20246	0.2	0.018518518518518517
GO:MF	protein lysine deacetylase activity	1.0	1	20246	0.2	0.03571428571428571
GO:MF	adenyl ribonucleotide binding	1.0	1	20246	0.2	0.0006418485237483953
GO:MF	purine ribonucleotide binding	1.0	1	20246	0.2	0.0004657661853749418
GO:MF	ribonucleotide binding	1.0	1	20246	0.2	0.0004621072088724584
GO:MF	receptor tyrosine kinase binding	1.0	1	20246	0.2	0.012345679012345678
GO:MF	protein-macromolecule adaptor activity	1.0	2	20246	0.4	0.0019342359767891683
GO:MF	adenyl nucleotide binding	1.0	1	20246	0.2	0.0006056935190793458
GO:MF	signaling receptor activator activity	1.0	1	20246	0.2	0.0018315018315018315
GO:MF	kinase activity	1.0	1	20246	0.2	0.001
GO:MF	transition metal ion binding	1.0	2	20246	0.4	0.0017528483786152498
GO:MF	histone H4 acetyltransferase activity	1.0	1	20246	0.2	0.047619047619047616
GO:MF	zinc ion binding	1.0	2	20246	0.4	0.0023228803716608595
GO:MF	transcription coactivator activity	1.0	1	20246	0.2	0.003952569169960474
GO:MF	transcription coregulator activity	1.0	1	20246	0.2	0.002036659877800407
GO:MF	DNA-binding transcription factor activity	1.0	2	20246	0.4	0.0013812154696132596
GO:MF	damaged DNA binding	1.0	1	20246	0.2	0.013157894736842105
